id,host_id,host_since,host_response_time_hours,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_name,latitude,longitude,property_type,room_type,nbr_accommodates,nbr_bathrooms,nbr_bedrooms,nbr_beds,list_amenities,price_CAD,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,nbr_of_reviews,nbr_of_reviews_ltm,nbr_of_reviews_l30d,availability_eoy,nbr_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,has_license,has_review,host_response_rate_missing,host_response_time_missing,host_acceptance_rate_missing,nbr_amenities,has_sauna,has_gym,has_air_conditioning,has_heating,has_free_parking,has_pool,has_hot_tub,has_balcony,has_fireplace,has_elevator,has_view,has_dishwasher,is_entire_place,is_private_room,has_shared_bath,dist_to_PVM_km,hosting_years,log_price
17662560,15935760,2014-05-24,1.0,0.99,1.0,0.0,19,34,"['email', 'phone', 'work_email']",1,1,Le Plateau-Mont-Royal,45.50812,-73.57171,Entire loft,Entire home/apt,4,1.0,0.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Conditioner"", ""Toaster"", ""Private patio or balcony"", ""Cleaning products"", ""55 inch HDTV with Roku, Disney+"", ""Dryer"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Free parking garage on premises \u2013 1 space"", ""First aid kit"", ""Smart lock"", ""Stove"", ""Shampoo"", ""Oven"", ""Central air conditioning"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Coffee maker: Keurig coffee machine"", ""Elevator"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Ethernet connection"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Central heating"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""Freezer"", ""Body soap"", ""Room-darkening shades""]",187.0,1,50,1.0,6,18,21,21,298,91,5,21,63,255,4.84,0,18,18,0,0,2.95,1,1,0,0,0,45,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1.052419730268039,11.068493150684931,5.236441962829949
17994600,68746814,2016-04-24,1.0,1.0,1.0,1.0,10,10,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.52363,-73.57639,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Conditioner"", ""Toaster"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""Dining table"", ""Extra pillows and blankets"", ""Window AC unit"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Shampoo"", ""Free street parking"", ""Paid parking off premises"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Keypad"", ""Bed linens"", ""Electric stove"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Ceiling fan"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Shower gel"", ""Long term stays allowed"", ""Crib"", ""Body soap"", ""Room-darkening shades"", ""Outdoor furniture""]",131.0,2,365,1.0,20,30,43,186,183,12,1,104,12,72,4.67,0,10,5,5,0,1.83,1,1,0,0,0,49,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2.811109924030197,9.147945205479452,4.882801922586371
18035557,124060044,2017-04-03,1.0,1.0,1.0,0.0,3,3,"['email', 'phone']",1,1,Ville-Marie,45.49189,-73.58018,Entire rental unit,Entire home/apt,10,1.0,1.0,5.0,"[""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Free parking on premises \u2013 1 space"", ""Iron"", ""TV"", ""Elevator"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Bathtub"", ""Dishes and silverware"", ""Smoke alarm"", ""Hot water"", ""Microwave"", ""Long term stays allowed""]",130.0,1,365,1.0,3,4,21,107,421,35,1,107,41,210,4.45,1,3,3,0,0,4.22,1,1,0,0,0,24,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1.0744762112951798,8.205479452054794,4.875197323201151
18198057,51954898,2015-12-21,4.0,1.0,0.6,1.0,2,2,"['email', 'phone']",1,1,Rosemont-La Petite-Patrie,45.55234,-73.59481,Entire home,Entire home/apt,8,3.0,3.0,3.0,"[""Hair dryer"", ""Fast wifi \u2013 124 Mbps"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace: gas"", ""Conditioner"", ""Bidet"", ""High chair"", ""Exterior security cameras on property"", ""Private patio or balcony"", ""Cleaning products"", ""Pocket wifi"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""Rice maker"", ""First aid kit"", ""Stove"", ""Shampoo"", ""Free street parking"", ""Oven"", ""Iron"", ""Coffee"", ""TV"", ""Outdoor kitchen"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Keypad"", ""Bed linens"", ""Exercise equipment: free weights, stationary bike, treadmill, yoga mat, workout bench"", ""Wine glasses"", ""Private hot tub"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Blender"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Fireplace guards"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Crib"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Private gym in building"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys""]",788.0,3,1125,1.0,3,15,45,225,18,2,1,144,3,12,5.0,0,2,2,0,0,0.19,1,1,0,0,0,64,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,6.26029285181887,9.490410958904109,6.670766320845874
18223094,118735512,2017-03-01,1.0,1.0,0.98,1.0,8,12,"['email', 'phone']",1,1,Mercier-Hochelaga-Maisonneuve,45.55676,-73.53096,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Wifi"", ""Conditioner"", ""Toaster"", ""High chair"", ""Exterior security cameras on property"", ""Private patio or balcony"", ""Cleaning products"", ""Stainless steel induction stove"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Shampoo"", ""Clothing storage: closet"", ""Free street parking"", ""Paid street parking off premises"", ""Pack \u2019n play/Travel crib - available upon request"", ""Coffee maker: drip coffee maker"", ""Iron"", ""Coffee"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Keypad"", ""Bed linens"", ""Wine glasses"", ""Ethernet connection"", ""Heating"", ""Refrigerator"", ""Fire extinguisher"", ""Bathtub"", ""EV charger"", ""AC - split type ductless system"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix"", ""Hot water"", ""Microwave"", ""Dishes and silverware"", ""Dedicated workspace"", ""Private entrance"", ""Shower gel"", ""Single level home"", ""Long term stays allowed"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Stainless steel oven"", ""Children\u2019s dinnerware""]",105.0,2,365,1.0,13,33,63,186,275,39,4,145,51,234,4.93,0,6,6,0,0,2.81,1,1,0,0,0,58,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,7.149750492204019,8.295890410958904,4.663439094112067
18267089,126274289,2017-04-17,1.0,1.0,1.0,1.0,2,3,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.52349,-73.59432,Entire loft,Entire home/apt,2,1.0,0.0,1.0,"[""Hair dryer"", ""Wifi"", ""Extra pillows and blankets"", ""Kitchen"", ""TV with standard cable"", ""Host greets you"", ""First aid kit"", ""Stove"", ""Shampoo"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Bathtub"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Single level home"", ""Long term stays allowed""]",96.0,2,30,1.0,2,3,6,6,453,70,6,6,88,255,4.78,0,2,2,0,0,4.58,1,1,0,0,0,29,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3.3275416870243717,8.167123287671233,4.574710978503383
18272882,521417033,2023-06-22,24.0,0.5,1.0,0.0,25,32,"['email', 'phone']",1,1,Ville-Marie,45.49309,-73.57682,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Indoor fireplace"", ""Beach essentials"", ""Conditioner"", ""Toaster"", ""Hammock"", ""Housekeeping available every day - available at extra cost"", ""Exterior security cameras on property"", ""Resort access"", ""Private patio or balcony"", ""Cleaning products"", ""Baking sheet"", ""Laundromat nearby"", ""Dining table"", ""Extra pillows and blankets"", ""Free residential garage on premises \u2013 1 space"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Smart lock"", ""Shampoo"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Sound system"", ""Outdoor dining area"", ""Oven"", ""Central air conditioning"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Paid parking lot on premises \u2013 10 spaces"", ""Books and reading material"", ""Cooking basics"", ""Drying rack for clothing"", ""Elevator"", ""Essentials"", ""Hangers"", ""Fire pit"", ""Bed linens"", ""Electric stove"", ""Wine glasses"", ""65 inch HDTV with Netflix"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Bathtub"", ""EV charger"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Shower gel"", ""Shared outdoor pool - available seasonally, open specific hours, heated"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Mini fridge"", ""Portable fans"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Mosquito net"", ""Outdoor furniture"", ""Children\u2019s dinnerware""]",177.0,2,730,1.0,22,49,79,268,333,82,6,178,91,255,4.83,1,6,6,0,0,3.34,1,1,0,0,0,73,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0.799704062020999,1.9835616438356165,5.181783550292085
18287017,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.51157,-73.56251,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Shampoo"", ""Oven"", ""Iron"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Dishes and silverware"", ""Smoke alarm"", ""Dishwasher"", ""Washer""]",115.0,1,30,1.0,3,10,15,172,528,58,11,91,63,255,4.77,0,6,6,0,0,5.35,1,1,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.5575791701095858,8.164383561643836,4.7535901911063645
18287687,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.51133,-73.56263,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Stove"", ""Shampoo"", ""Paid parking off premises"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Dishes and silverware"", ""Smoke alarm"", ""Hot water"", ""Washer""]",113.0,1,30,1.0,3,12,23,197,476,61,5,115,69,255,4.76,1,6,6,0,0,4.82,1,1,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.5293698621764165,8.164383561643836,4.736198448394496
18346003,17103218,2014-06-22,1.0,1.0,1.0,1.0,1,1,"['email', 'phone']",1,1,Le Plateau-Mont-Royal,45.51963,-73.58055,Entire townhouse,Entire home/apt,4,1.0,2.0,3.0,"[""Hair dryer"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Conditioner"", ""Toaster"", ""Garden view"", ""High chair"", ""Private patio or balcony"", ""Cleaning products"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Smart lock"", ""Shampoo"", ""Free street parking"", ""Paid street parking off premises"", ""Outdoor dining area"", ""Courtyard view"", ""Oven"", ""Frigidaire stainless steel induction stove"", ""Baby safety gates"", ""Central air conditioning"", ""Coffee maker: drip coffee maker, espresso machine"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Cooking basics"", ""BBQ grill"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Fire extinguisher"", ""Pets allowed"", ""Bathtub"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""50 inch HDTV with Netflix, standard cable, Amazon Prime Video, Chromecast, Roku"", ""Microwave"", ""Private entrance"", ""Dedicated workspace"", ""Shower gel"", ""Portable fans"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Mosquito net"", ""Barbecue utensils"", ""Outdoor furniture"", ""Private backyard \u2013 Fully fenced"", ""Blender""]",227.0,2,28,1.0,3,3,10,32,95,13,2,32,14,78,4.92,1,1,1,0,0,0.97,1,1,0,0,0,67,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2.4580384278641167,10.98904109589041,5.429345628954441
18390434,5598791,2013-03-24,1.0,1.0,1.0,1.0,1,1,"['email', 'phone']",1,1,Ahuntsic-Cartierville,45.55109,-73.66973,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Free parking on premises"", ""Fire extinguisher"", ""Refrigerator"", ""Self check-in"", ""Essentials"", ""Microwave"", ""Extra pillows and blankets"", ""Heating"", ""Wifi"", ""Cooking basics"", ""Private entrance"", ""Hair dryer"", ""Shower gel"", ""Lockbox"", ""Hot water"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Kitchen"", ""First aid kit"", ""Carbon monoxide alarm"", ""Iron"", ""Shampoo"", ""Breakfast"", ""Air conditioning"", ""TV with standard cable""]",118.0,1,60,1.0,3,6,11,169,320,54,7,87,63,255,4.99,1,1,1,0,0,3.26,1,1,0,0,0,29,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,9.685806801724747,12.235616438356164,4.77912349311153
18404443,15935760,2014-05-24,1.0,0.99,1.0,0.0,19,34,"['email', 'phone', 'work_email']",1,1,Le Plateau-Mont-Royal,45.50796,-73.57218,Entire loft,Entire home/apt,4,1.0,1.0,2.0,"[""Bed linens"", ""Hot water kettle"", ""Baking sheet"", ""Smoke alarm"", ""Free parking garage on premises \u2013 1 space"", ""Central air conditioning"", ""Dishes and silverware"", ""Toaster"", ""Fire extinguisher"", ""Refrigerator"", ""Private patio or balcony"", ""Self check-in"", ""Essentials"", ""Long term stays allowed"", ""Microwave"", ""Dryer"", ""Central heating"", ""Wifi"", ""Elevator"", ""Pack \u2019n play/Travel crib"", ""Coffee"", ""Cooking basics"", ""Hair dryer"", ""Conditioner"", ""Shower gel"", ""Room-darkening shades"", ""Oven"", ""Free washer \u2013 In unit"", ""Hot water"", ""Hangers"", ""Cleaning products"", ""Dedicated workspace"", ""Smart lock"", ""65 inch HDTV with Disney+, Roku"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Shampoo"", ""Freezer"", ""Ethernet connection"", ""Stove"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Body soap""]",167.0,1,50,1.0,14,44,47,47,273,39,5,47,42,234,4.78,1,18,18,0,0,2.75,1,1,0,0,0,46,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1.0389675024329932,11.068493150684931,5.123963979403259
18501595,52470229,2015-12-27,1.0,1.0,1.0,0.0,1,1,['phone'],1,1,Villeray-Saint-Michel-Parc-Extension,45.53878,-73.62073,Entire home,Entire home/apt,7,2.5,4.0,0.0,"[""Kitchen"", ""Backyard"", ""Hangers"", ""Essentials"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""Private hot tub"", ""Private patio or balcony"", ""Air conditioning"", ""Heating"", ""Refrigerator"", ""Dryer"", ""TV with standard cable"", ""Washer"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys""]",354.0,3,19,1.0,0,1,1,1,12,1,1,1,0,6,5.0,0,1,1,0,0,0.13,1,1,0,0,0,17,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,5.936213609549649,9.473972602739726,5.872117789475416
18506381,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.51323,-73.56131,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"[""Hair dryer"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Wifi"", ""Paid parking off premises"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""Kitchen"", ""Fire extinguisher"", ""Self check-in"", ""Washer"", ""Smoke alarm"", ""Hot water""]",117.0,1,30,1.0,4,11,29,208,498,57,4,127,75,255,4.67,1,6,6,0,0,5.05,1,1,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.764132369492299,8.164383561643836,4.770684624465665
18508404,6512090,2013-05-21,1.0,1.0,0.99,0.0,1,1,"['email', 'phone', 'work_email']",1,1,Cote-des-Neiges-Notre-Dame-de-Grece,45.47858,-73.61696,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,"[""Hair dryer"", ""Hot water kettle"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Toaster"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cleaning products"", ""Baking sheet"", ""Dining table"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Smart lock"", ""Board games"", ""Radiant heating"", ""Coffee maker: espresso machine"", ""Samsung 2022 stainless steel single oven"", ""Outdoor dining area"", ""Rachel Bery conditioner"", ""Free street parking"", ""Private BBQ grill: gas"", ""Iron"", ""Coffee"", ""LG Stainless steel refrigerator"", ""Luggage dropoff allowed"", ""HDTV with Netflix, Disney+, DVD player"", ""Books and reading material"", ""Cooking basics"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Baby monitor - always at the listing"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Baby bath - always at the listing"", ""Carbon monoxide alarm"", ""Free carport on premises \u2013 1 space"", ""Rachel Bery shampoo"", ""Fire extinguisher"", ""EV charger"", ""AC - split type ductless system"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Hot water"", ""Ceiling fan"", ""Microwave"", ""Dishes and silverware"", ""Dedicated workspace"", ""Samsung stainless steel electric stove"", ""Shower gel"", ""Private entrance"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Fast wifi \u2013 619 Mbps"", ""Outlet covers"", ""JBL sound system with Bluetooth and aux"", ""Folding or convertible high chair - available upon request"", ""Park view"", ""Portable fans"", ""Freezer"", ""Body soap"", ""Dishwasher"", ""Room-darkening shades"", ""Barbecue utensils"", ""Outdoor furniture"", ""Children\u2019s dinnerware"", ""Blender""]",468.0,3,85,1.0,7,10,26,51,135,17,3,51,19,102,4.98,0,1,1,0,0,1.42,1,1,1,1,1,77,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,4.263631564326678,12.076712328767123,6.150602768446279
18564662,5450306,2013-03-13,1.0,1.0,0.99,1.0,1,3,"['email', 'phone']",1,1,Cote-des-Neiges-Notre-Dame-de-Grece,45.4789296025463,-73.6191331675085,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Dryer"", ""Extra pillows and blankets"", ""Kitchen"", ""Self check-in"", ""First aid kit"", ""Stove"", ""Shampoo"", ""Free street parking"", ""Oven"", ""Iron"", ""Luggage dropoff allowed"", ""TV"", ""Cooking basics"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Lockbox"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Private entrance"", ""Long term stays allowed"", ""Babysitter recommendations"", ""Crib"", ""Dishwasher"", ""Room-darkening shades"", ""Washer""]",196.0,2,1125,1.0,2,3,3,132,279,38,3,56,47,228,4.87,0,1,1,0,0,2.85,1,1,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.389128494445748,12.265753424657534,5.2832037287379885
18655145,39844170,2015-07-28,1.0,1.0,1.0,1.0,37,39,"['email', 'phone', 'work_email']",1,1,Cote-des-Neiges-Notre-Dame-de-Grece,45.49551,-73.6093,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Conditioner"", ""Toaster"", ""High chair"", ""Exterior security cameras on property"", ""55 inch HDTV"", ""Laundromat nearby"", ""Dining table"", ""Extra pillows and blankets"", ""Kitchen"", ""First aid kit"", ""Gas stove"", ""Shampoo"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Oven"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Elevator"", ""Essentials"", ""Hangers"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Fire extinguisher"", ""Bathtub"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Shower gel"", ""Shared outdoor pool - available seasonally, open specific hours, heated"", ""Long term stays allowed"", ""Paid dryer \u2013 In building"", ""Portable air conditioning"", ""Body soap"", ""Outdoor furniture""]",95.0,1,1125,1.0,1,3,7,245,372,52,3,82,51,255,4.8,1,34,34,0,0,3.78,1,1,0,0,0,49,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3.052605451025868,9.89041095890411,4.564348191467836
18733364,114551726,2017-02-02,1.0,1.0,0.97,1.0,6,6,"['email', 'phone']",1,1,Villeray-Saint-Michel-Parc-Extension,45.53156,-73.64212,Private room in bungalow,Private room,1,1.0,1.0,1.0,"[""Lock on bedroom door"", ""Wifi"", ""Toaster"", ""Dining table"", ""Extra pillows and blankets"", ""Window AC unit"", ""Kitchen"", ""Self check-in"", ""Rice maker"", ""First aid kit"", ""Stove"", ""Oven"", ""Gym in building"", ""Luggage dropoff allowed"", ""Outdoor kitchen"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Essentials"", ""Free dryer \u2013 In building"", ""Keypad"", ""Bed linens"", ""Ethernet connection"", ""Heating"", ""Refrigerator"", ""Coffee maker"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Smoke alarm"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Dedicated workspace"", ""Portable fans"", ""Freezer"", ""Blender""]",74.0,2,31,1.0,19,27,38,95,70,32,3,38,32,192,4.79,0,6,0,6,0,0.81,1,1,0,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6.676711176991938,8.36986301369863,4.31748811353631
18746943,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.51175,-73.56064,Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Paid parking off premises"", ""Iron"", ""Luggage dropoff allowed"", ""Essentials"", ""Hangers"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",123.0,1,30,1.0,2,11,31,210,535,80,8,130,87,255,4.75,1,6,6,0,0,5.46,1,1,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.6383483902168066,8.164383561643836,4.820281565605037
18747398,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.51306,-73.56081,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Paid parking off premises"", ""Iron"", ""Luggage dropoff allowed"", ""Essentials"", ""Hangers"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Dishes and silverware"", ""Smoke alarm"", ""Hot water"", ""Washer""]",117.0,1,30,1.0,9,17,32,212,484,48,7,131,47,255,4.68,1,6,6,0,0,4.93,1,1,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1.762997858223577,8.164383561643836,4.770684624465665
18747598,126452184,2017-04-18,1.0,1.0,0.98,1.0,6,6,"['email', 'phone']",1,1,Ville-Marie,45.50628,-73.56691,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Dryer"", ""Kitchen"", ""Self check-in"", ""Shampoo"", ""Paid parking off premises"", ""Iron"", ""Luggage dropoff allowed"", ""Essentials"", ""Hangers"", ""Keypad"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Washer""]",100.0,1,30,1.0,4,8,17,192,501,62,3,111,68,255,4.76,1,6,6,0,0,5.1,1,1,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.8856564899044093,8.164383561643836,4.61512051684126
